0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0
0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0
0,0,0,0,0,0,0,0,43,43,42,8,42,42,0,0
0,0,0,0,0,0,0,43,43,7B,43,43,8,42,0,0
0,0,0,0,0,0,0,0,43,43,43,8,43,42,0,0
0,0,0,0,0,0,0,0,4,43,43,43,43,0,0,0
0,0,0,0,0,0,0,0,8,8,8,8,8,0,0,0
0,0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,7B,0,0
0,0,0,43,0,0,7B,7B,43,43,42,43,7B,7B,7B,0
0,0,43,43,42,7A,43,43,43,42,43,43,43,7B,7B,0
0,0,42,43,43,43,43,43,43,43,42,43,7B,7B,7B,0
0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,7B,7B,7B,0
0,0,0,0,0,43,43,7B,7B,7B,7B,7B,7B,7B,0,0
0,0,0,0,0,43,43,8,8,8,8,8,8,8,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,8,0,8,8,1,0,0
0,0,0,0,0,0,8,8,8,8,0,8,8,8,8,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,4,4,4,4,0,0
0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0
0,0,0,0,0,0,0,0,43,43,42,8,42,42,0,0
0,0,0,0,0,0,0,43,43,7B,43,43,8,42,0,0
0,0,0,0,0,0,0,0,43,43,43,8,43,42,0,0
0,0,0,0,0,0,0,0,4,43,43,43,43,0,0,0
0,0,0,0,0,0,0,0,8,8,8,8,8,0,0,0
0,0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,7B,0,0
0,0,0,43,0,0,7B,7B,43,43,42,43,7B,7B,7B,0
0,0,43,43,42,7A,43,43,43,42,43,43,43,7B,7B,0
0,0,42,43,43,43,43,43,43,43,42,43,7B,7B,7B,0
0,0,0,0,0,0,7B,7B,7B,7B,7B,7B,7B,7B,7B,0
0,0,0,0,0,43,43,7B,7B,7B,7B,7B,7B,7B,0,0
0,0,0,0,0,43,43,8,8,8,8,8,8,8,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
0,0,0,0,0,0,0,1,1,8,0,8,8,1,0,0
0,0,0,0,0,0,8,8,8,8,0,8,8,8,8,0

0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
